dataset,controller,profile,safety_augmented_cost,ci_low,ci_high
rebench,static_conservative,high,1.5860809333708104,1.5604068899891554,1.611754976752465
smith,adaptive_threshold,low,0.8131585300957748,0.8021114880692717,0.8242055721222779
smith,adaptive_threshold,medium,1.2576585300957748,1.2291114880692717,1.2862055721222778
smith,adaptive_threshold,high,1.958158530095775,1.9011114880692719,2.015205572122278
smith,always_verify,low,0.8329297491918176,0.812825628268985,0.8530338701146503
smith,always_verify,medium,1.2344297491918177,1.183825628268985,1.2850338701146504
smith,always_verify,high,1.8659297491918176,1.7628256282689847,1.9690338701146506
smith,always_verify_throttle,low,0.8326579511126863,0.8124929741988514,0.8528229280265212
smith,always_verify_throttle,medium,1.2341579511126861,1.1834929741988511,1.2848229280265213
smith,always_verify_throttle,high,1.865657951112686,1.762492974198851,1.9688229280265213
smith,camc_rsrc_anchor,low,0.8334470768921625,0.8129835773810443,0.8539105764032806
smith,camc_rsrc_anchor,medium,1.2579470768921626,1.2109835773810445,1.3049105764032807
smith,camc_rsrc_anchor,high,1.9284470768921627,1.8349835773810446,2.0219105764032808
smith,camc_sempc_candidate,low,0.8334470768921625,0.8129835773810443,0.8539105764032806
smith,camc_sempc_candidate,medium,1.2579470768921626,1.2109835773810445,1.3049105764032807
smith,camc_sempc_candidate,high,1.9284470768921627,1.8349835773810446,2.0219105764032808
smith,camc_static_anchor,low,0.8353351344365334,0.8149111168055936,0.8557591520674732
smith,camc_static_anchor,medium,1.2558351344365333,1.2069111168055935,1.304759152067473
smith,camc_static_anchor,high,1.9203351344365336,1.8219111168055935,2.0187591520674735
smith,greedy_myopic,low,0.8575364718122326,0.8498885694323726,0.8651843741920926
smith,greedy_myopic,medium,1.3220364718122326,1.2968885694323724,1.3471843741920926
smith,greedy_myopic,high,2.0705364718122325,2.0168885694323726,2.1241843741920925
smith,headroom_only,low,0.8386452873121666,0.8208909749526967,0.8563995996716365
smith,headroom_only,medium,1.2601452873121666,1.2148909749526968,1.3053995996716363
smith,headroom_only,high,1.9261452873121667,1.8328909749526967,2.0193995996716367
smith,maxweight_backlog,low,0.8358292623699634,0.8154260501111597,0.8562324746287671
smith,maxweight_backlog,medium,1.2563292623699633,1.2074260501111596,1.3052324746287671
smith,maxweight_backlog,high,1.9208292623699634,1.8224260501111595,2.019232474628767
