dataset,controller,headroom_bin,L_bin,mean_drift,mean_delta_sq,negative_drift_rate,negative_delta_sq_rate,benchmark_safe_rate,rows
smith,oracle_src,"(0.03,0.08]",<=0.5,-0.13879403026481238,-0.006200976872795447,1.0,0.2,0.3333333333333333,15
smith,oracle_src,"(0.03,0.08]","(0.5,1]",-0.20117162201876793,-0.20178585628871756,1.0,1.0,0.0,1
smith,oracle_src,"(0.08,0.15]",<=0.5,-0.2058987988187612,-0.013944749560689721,1.0,0.25,0.4605263157894737,76
smith,oracle_src,"(0.08,0.15]","(0.5,1]",-0.21993174301362808,-0.2872064764287532,1.0,1.0,0.0,6
smith,oracle_src,>0.15,<=0.5,-0.28792070159157207,-0.010786158369302102,1.0,0.22545454545454546,0.4581818181818182,275
smith,oracle_src,>0.15,"(0.5,1]",-0.2667485416346691,-0.24994506637435837,1.0,1.0,0.3333333333333333,9
smith,pareto_camc_rsrc_anchor,<=0,<=0.5,0.08778933708600974,0.06292040752668003,0.4351145038167939,0.08396946564885496,0.10687022900763359,131
smith,pareto_camc_rsrc_anchor,<=0,"(0.5,1]",-0.0446840418793705,-0.0397327799296682,0.75,0.75,0.0,12
smith,pareto_camc_rsrc_anchor,"(0,0.03]",<=0.5,-0.1965320943766924,-0.017761397358621832,1.0,0.4,0.2,20
smith,pareto_camc_rsrc_anchor,"(0,0.03]","(0.5,1]",-0.21540454529281847,-0.2506534368644534,1.0,1.0,0.2,5
smith,pareto_camc_rsrc_anchor,"(0.03,0.08]",<=0.5,-0.22089772373222313,-0.026221217473220117,1.0,0.35714285714285715,0.22857142857142856,70
smith,pareto_camc_rsrc_anchor,"(0.03,0.08]","(0.5,1]",-0.27413042049273617,-0.26267348152595227,1.0,1.0,0.4,5
smith,pareto_camc_rsrc_anchor,"(0.08,0.15]",<=0.5,-0.25098033129641545,-0.009798327820155512,1.0,0.22413793103448276,0.22413793103448276,116
smith,pareto_camc_rsrc_anchor,"(0.08,0.15]","(0.5,1]",-0.23981460040577263,-0.23153905886476836,1.0,1.0,0.0,3
smith,pareto_camc_rsrc_anchor,>0.15,<=0.5,-0.30109078579741,-0.004087141623917697,1.0,0.17391304347826086,0.4855072463768116,138
smith,pareto_camc_sempc_candidate,<=0,<=0.5,0.08778933708600974,0.06292040752668003,0.4351145038167939,0.08396946564885496,0.10687022900763359,131
smith,pareto_camc_sempc_candidate,<=0,"(0.5,1]",-0.0446840418793705,-0.0397327799296682,0.75,0.75,0.0,12
smith,pareto_camc_sempc_candidate,"(0,0.03]",<=0.5,-0.1965320943766924,-0.017761397358621832,1.0,0.4,0.2,20
smith,pareto_camc_sempc_candidate,"(0,0.03]","(0.5,1]",-0.21540454529281847,-0.2506534368644534,1.0,1.0,0.2,5
smith,pareto_camc_sempc_candidate,"(0.03,0.08]",<=0.5,-0.22089772373222313,-0.026221217473220117,1.0,0.35714285714285715,0.22857142857142856,70
smith,pareto_camc_sempc_candidate,"(0.03,0.08]","(0.5,1]",-0.27413042049273617,-0.26267348152595227,1.0,1.0,0.4,5
smith,pareto_camc_sempc_candidate,"(0.08,0.15]",<=0.5,-0.25098033129641545,-0.009798327820155512,1.0,0.22413793103448276,0.22413793103448276,116
smith,pareto_camc_sempc_candidate,"(0.08,0.15]","(0.5,1]",-0.23981460040577263,-0.23153905886476836,1.0,1.0,0.0,3
smith,pareto_camc_sempc_candidate,>0.15,<=0.5,-0.30109078579741,-0.004087141623917697,1.0,0.17391304347826086,0.4855072463768116,138
smith,pareto_camc_static_anchor,<=0,<=0.5,0.08785307975879007,0.0629105315633646,0.4351145038167939,0.08396946564885496,0.11450381679389313,131
smith,pareto_camc_static_anchor,<=0,"(0.5,1]",-0.0446987313210209,-0.039749523538744454,0.75,0.75,0.0,12
smith,pareto_camc_static_anchor,"(0,0.03]",<=0.5,-0.19653209499441857,-0.017761396331480172,1.0,0.4,0.2,20
smith,pareto_camc_static_anchor,"(0,0.03]","(0.5,1]",-0.21543090220407451,-0.2506589980668283,1.0,1.0,0.2,5
smith,pareto_camc_static_anchor,"(0.03,0.08]",<=0.5,-0.22096822738957575,-0.02621981332894996,1.0,0.35714285714285715,0.24285714285714285,70
smith,pareto_camc_static_anchor,"(0.03,0.08]","(0.5,1]",-0.27413042193107395,-0.2626734729333297,1.0,1.0,0.4,5
smith,pareto_camc_static_anchor,"(0.08,0.15]",<=0.5,-0.2513060801286284,-0.009883530670757609,1.0,0.22608695652173913,0.22608695652173913,115
smith,pareto_camc_static_anchor,"(0.08,0.15]","(0.5,1]",-0.23981460593599657,-0.23153905454523757,1.0,1.0,0.0,3
smith,pareto_camc_static_anchor,>0.15,<=0.5,-0.300502398572214,-0.00405634473015921,1.0,0.17266187050359713,0.49640287769784175,139
smith,plain_mpc,<=0,<=0.5,-0.030548341939317734,0.033922587155314834,0.6624472573839663,0.16877637130801687,0.27848101265822783,237
smith,plain_mpc,<=0,"(0.5,1]",-0.10296194035624537,-0.10534303656341851,0.8181818181818182,0.8181818181818182,0.09090909090909091,33
smith,plain_mpc,<=0,"(1,2]",-0.21069044973565276,-0.40136054506090213,1.0,1.0,0.0,1
smith,plain_mpc,"(0,0.03]",<=0.5,-0.2317449134060134,-0.016300418614885823,1.0,0.25773195876288657,0.4329896907216495,97
smith,plain_mpc,"(0,0.03]","(0.5,1]",-0.2582196772041162,-0.2454504509302231,1.0,1.0,0.5,4
smith,plain_mpc,"(0.03,0.08]",<=0.5,-0.28956774247726436,-0.013342629109466661,1.0,0.265625,0.515625,64
smith,plain_mpc,"(0.08,0.15]",<=0.5,-0.33119690559389187,-0.0014689257709880146,1.0,0.16071428571428573,0.8214285714285714,56
smith,plain_mpc,>0.15,<=0.5,-0.38105733389314045,-0.0005202708119119422,1.0,0.125,1.0,8
